SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
15233,4/15/20,,Mali,4/15/20 23:04,148,13,34
15234,4/15/20,,Malta,4/15/20 23:04,399,3,44
15235,4/15/20,,Mauritania,4/15/20 23:04,7,1,2
15236,4/15/20,,Mauritius,4/15/20 23:04,324,9,65
15237,4/15/20,,Mexico,4/15/20 23:04,5399,406,2125
15238,4/15/20,,Moldova,4/15/20 23:04,2049,46,171
15239,4/15/20,,Monaco,4/15/20 23:04,93,3,12
15240,4/15/20,,Mongolia,4/15/20 23:04,30,0,5
15241,4/15/20,,Montenegro,4/15/20 23:04,288,4,55
15242,4/15/20,,Morocco,4/15/20 23:04,2024,127,229
15243,4/15/20,,Mozambique,4/15/20 23:04,29,0,2
15244,4/15/20,,Namibia,4/15/20 23:04,16,0,3
15245,4/15/20,,Nepal,4/15/20 23:04,16,0,1
15246,4/15/20,,Netherlands,4/15/20 23:04,28153,3134,250
15247,4/15/20,,New Zealand,4/15/20 23:04,1386,9,728
15248,4/15/20,,Nicaragua,4/15/20 23:04,9,1,4
15249,4/15/20,,Niger,4/15/20 23:04,584,14,90
15250,4/15/20,,Nigeria,4/15/20 23:04,407,12,128
15251,4/15/20,,North Macedonia,4/15/20 23:04,974,45,98
15252,4/15/20,,Norway,4/15/20 23:04,6740,150,32
15253,4/15/20,,Oman,4/15/20 23:04,910,4,131
15254,4/15/20,,Pakistan,4/15/20 23:04,6383,111,1446
15255,4/15/20,,Panama,4/15/20 23:04,3574,95,72
15256,4/15/20,,Papua New Guinea,4/15/20 23:04,2,0,0
15257,4/15/20,,Paraguay,4/15/20 23:04,161,8,23
15258,4/15/20,,Peru,4/15/20 23:04,11475,254,3108
15259,4/15/20,,Philippines,4/15/20 23:04,5453,349,353
15260,4/15/20,,Poland,4/15/20 23:04,7582,286,668
15261,4/15/20,,Portugal,4/15/20 23:04,18091,599,383
15262,4/15/20,,Qatar,4/15/20 23:04,3711,7,406
15263,4/15/20,,Romania,4/15/20 23:04,7216,372,1217
15264,4/15/20,,Russia,4/15/20 23:04,24490,198,1986
15265,4/15/20,,Rwanda,4/15/20 23:04,136,0,54
15266,4/15/20,,Saint Kitts and Nevis,4/15/20 23:04,14,0,0
15267,4/15/20,,Saint Lucia,4/15/20 23:04,15,0,11
15268,4/15/20,,Saint Vincent and the Grenadines,4/15/20 23:04,12,0,1
15269,4/15/20,,San Marino,4/15/20 23:04,372,36,53
15270,4/15/20,,Sao Tome and Principe,4/15/20 23:04,4,0,0
15271,4/15/20,,Saudi Arabia,4/15/20 23:04,5862,79,931
15272,4/15/20,,Senegal,4/15/20 23:04,314,2,190
15273,4/15/20,,Serbia,4/15/20 23:04,4873,99,0
15274,4/15/20,,Seychelles,4/15/20 23:04,11,0,0
15275,4/15/20,,Sierra Leone,4/15/20 23:04,13,0,0
15276,4/15/20,,Singapore,4/15/20 23:04,3699,10,652
15277,4/15/20,,Slovakia,4/15/20 23:04,863,6,151
15278,4/15/20,,Slovenia,4/15/20 23:04,1248,61,165
15279,4/15/20,,Somalia,4/15/20 23:04,80,5,2
15280,4/15/20,,South Africa,4/15/20 23:04,2506,34,410
15281,4/15/20,,South Korea,4/15/20 23:04,10591,225,7616
15282,4/15/20,,South Sudan,4/15/20 23:04,4,0,0
15283,4/15/20,,Spain,4/15/20 23:04,177644,18708,70853
15284,4/15/20,,Sri Lanka,4/15/20 23:04,238,7,63
15285,4/15/20,,Sudan,4/15/20 23:04,32,5,4
15286,4/15/20,,Suriname,4/15/20 23:04,10,1,6
15287,4/15/20,,Sweden,4/15/20 23:04,11927,1203,381
15288,4/15/20,,Switzerland,4/15/20 23:04,26336,1239,15400
15289,4/15/20,,Syria,4/15/20 23:04,33,2,5
15290,4/15/20,,Taiwan,4/15/20 23:04,395,6,124
15291,4/15/20,,Tanzania,4/15/20 23:04,88,4,11
15292,4/15/20,,Thailand,4/15/20 23:04,2643,43,1497
15293,4/15/20,,Timor-Leste,4/15/20 23:04,8,0,1
15294,4/15/20,,Togo,4/15/20 23:04,81,3,35
15295,4/15/20,,Trinidad and Tobago,4/15/20 23:04,114,8,19
15296,4/15/20,,Tunisia,4/15/20 23:04,780,35,43
15297,4/15/20,,Turkey,4/15/20 23:04,69392,1518,5674
15298,4/15/20,,UK,4/15/20 23:04,98476,12868,0
15299,4/15/20,,Uganda,4/15/20 23:04,55,0,12
15300,4/15/20,,Ukraine,4/15/20 23:04,3764,108,143
15301,4/15/20,,United Arab Emirates,4/15/20 23:04,5365,33,1034
15302,4/15/20,,Uruguay,4/15/20 23:04,492,8,260
15303,4/15/20,,Uzbekistan,4/15/20 23:04,1302,4,107
15304,4/15/20,,Venezuela,4/15/20 23:04,197,9,111
15305,4/15/20,,Vietnam,4/15/20 23:04,267,0,171
15306,4/15/20,,West Bank and Gaza,4/15/20 23:04,374,2,63
15307,4/15/20,,Western Sahara,4/15/20 23:04,6,0,0
15308,4/15/20,,Yemen,4/15/20 23:04,1,0,0
15309,4/15/20,,Zambia,4/15/20 23:04,48,2,30
15310,4/15/20,,Zimbabwe,4/15/20 23:04,23,3,1
15311,4/15/20,Alabama,US,4/15/20 23:04,4075,118,0
15312,4/15/20,Alaska,US,4/15/20 23:04,293,9,0
15313,4/15/20,Alberta,Canada,4/15/20 23:04,1870,48,0
15314,4/15/20,Anguilla,UK,4/15/20 23:04,3,0,1
15315,4/15/20,Anhui,Mainland China,4/15/20 23:04,991,6,984
15316,4/15/20,Arizona,US,4/15/20 23:04,3964,142,0
15317,4/15/20,Arkansas,US,4/15/20 23:04,1569,33,0
15318,4/15/20,Aruba,Netherlands,4/15/20 23:04,93,1,39
15319,4/15/20,Australian Capital Territory,Australia,4/15/20 23:04,103,3,72
15320,4/15/20,Beijing,Mainland China,4/15/20 23:04,590,8,495
15321,4/15/20,Bermuda,UK,4/15/20 23:04,81,5,33
15322,4/15/20,"Bonaire, Sint Eustatius and Saba",Netherlands,4/15/20 23:04,3,0,0
15323,4/15/20,British Columbia,Canada,4/15/20 23:04,1517,72,0
15324,4/15/20,British Virgin Islands,UK,4/15/20 23:04,3,0,2
15325,4/15/20,California,US,4/15/20 23:04,26686,860,0
15326,4/15/20,Cayman Islands,UK,4/15/20 23:04,54,1,6
15327,4/15/20,Channel Islands,UK,4/15/20 23:04,447,15,69
15328,4/15/20,Chongqing,Mainland China,4/15/20 23:04,579,6,570
15329,4/15/20,Colorado,US,4/15/20 23:04,7956,328,0
15330,4/15/20,Connecticut,US,4/15/20 23:04,14755,868,0
15331,4/15/20,Curacao,Netherlands,4/15/20 23:04,14,1,10
15332,4/15/20,Delaware,US,4/15/20 23:04,2014,46,0
15333,4/15/20,Diamond Princess cruise ship,US,4/15/20 23:04,49,0,0
15334,4/15/20,District of Columbia,US,4/15/20 23:04,2197,72,0
15335,4/15/20,Falkland Islands (Malvinas),UK,4/15/20 23:04,11,0,1
15336,4/15/20,Faroe Islands,Denmark,4/15/20 23:04,184,0,166
15337,4/15/20,Florida,US,4/15/20 23:04,22511,596,0
15338,4/15/20,French Guiana,France,4/15/20 23:04,86,0,51
15339,4/15/20,French Polynesia,France,4/15/20 23:04,55,0,0
15340,4/15/20,Fujian,Mainland China,4/15/20 23:04,353,1,331
15341,4/15/20,Gansu,Mainland China,4/15/20 23:04,139,2,136
15342,4/15/20,Georgia,US,4/15/20 23:04,14987,552,0
15343,4/15/20,Gibraltar,UK,4/15/20 23:04,131,0,104
15344,4/15/20,Grand Princess,Canada,4/15/20 23:04,13,0,0
15345,4/15/20,Grand Princess,US,4/15/20 23:04,103,0,0
15346,4/15/20,Greenland,Denmark,4/15/20 23:04,11,0,11
15347,4/15/20,Guadeloupe,France,4/15/20 23:04,145,8,67
15348,4/15/20,Guam,US,4/15/20 23:04,135,5,0
15349,4/15/20,Guangdong,Mainland China,4/15/20 23:04,1566,8,1462
15350,4/15/20,Guangxi,Mainland China,4/15/20 23:04,254,2,252
15351,4/15/20,Guizhou,Mainland China,4/15/20 23:04,146,2,144
15352,4/15/20,Hainan,Mainland China,4/15/20 23:04,168,6,162
15353,4/15/20,Hawaii,US,4/15/20 23:04,524,9,0
15354,4/15/20,Hebei,Mainland China,4/15/20 23:04,327,6,314
15355,4/15/20,Heilongjiang,Mainland China,4/15/20 23:04,841,13,470
15356,4/15/20,Henan,Mainland China,4/15/20 23:04,1276,22,1254
15357,4/15/20,Hong Kong,Hong Kong,4/15/20 23:04,1017,4,459
15358,4/15/20,Hubei,Mainland China,4/15/20 23:04,67803,3222,64402
15359,4/15/20,Hunan,Mainland China,4/15/20 23:04,1019,4,1014
15360,4/15/20,Idaho,US,4/15/20 23:04,1473,39,0
15361,4/15/20,Illinois,US,4/15/20 23:04,24593,949,0
15362,4/15/20,Indiana,US,4/15/20 23:04,8960,436,0
15363,4/15/20,Inner Mongolia,Mainland China,4/15/20 23:04,190,1,94
15364,4/15/20,Iowa,US,4/15/20 23:04,1995,53,0
15365,4/15/20,Isle of Man,UK,4/15/20 23:04,256,4,151
15366,4/15/20,Jiangsu,Mainland China,4/15/20 23:04,653,0,642
15367,4/15/20,Jiangxi,Mainland China,4/15/20 23:04,937,1,936
15368,4/15/20,Jilin,Mainland China,4/15/20 23:04,102,1,96
15369,4/15/20,Kansas,US,4/15/20 23:04,1504,71,0
15370,4/15/20,Kentucky,US,4/15/20 23:04,2210,115,0
15371,4/15/20,Liaoning,Mainland China,4/15/20 23:04,145,2,138
15372,4/15/20,Louisiana,US,4/15/20 23:04,21951,1103,0
15373,4/15/20,Macau,Macau,4/15/20 23:04,45,0,16
15374,4/15/20,Maine,US,4/15/20 23:04,770,24,0
15375,4/15/20,Manitoba,Canada,4/15/20 23:04,246,5,0
15376,4/15/20,Martinique,France,4/15/20 23:04,158,8,73
15377,4/15/20,Maryland,US,4/15/20 23:04,10032,311,0
15378,4/15/20,Massachusetts,US,4/15/20 23:04,29918,1108,0
15379,4/15/20,Mayotte,France,4/15/20 23:04,217,3,69
15380,4/15/20,Michigan,US,4/15/20 23:04,28059,1921,0
15381,4/15/20,Minnesota,US,4/15/20 23:04,1809,87,0
15382,4/15/20,Mississippi,US,4/15/20 23:04,3360,122,0
15383,4/15/20,Missouri,US,4/15/20 23:04,4791,153,0
15384,4/15/20,Montana,US,4/15/20 23:04,404,7,0
15385,4/15/20,Montserrat,UK,4/15/20 23:04,11,0,1
15386,4/15/20,Nebraska,US,4/15/20 23:04,901,20,0
15387,4/15/20,Nevada,US,4/15/20 23:04,3211,131,0
15388,4/15/20,New Brunswick,Canada,4/15/20 23:04,117,0,0
15389,4/15/20,New Caledonia,France,4/15/20 23:04,18,0,1
15390,4/15/20,New Hampshire,US,4/15/20 23:04,1139,32,0
15391,4/15/20,New Jersey,US,4/15/20 23:04,71030,3156,0
15392,4/15/20,New Mexico,US,4/15/20 23:04,1484,36,0
15393,4/15/20,New South Wales,Australia,4/15/20 23:04,2886,25,4
15394,4/15/20,New York,US,4/15/20 23:04,214454,11617,0
15395,4/15/20,Newfoundland and Labrador,Canada,4/15/20 23:04,247,3,0
15396,4/15/20,Ningxia,Mainland China,4/15/20 23:04,75,0,75
15397,4/15/20,North Carolina,US,4/15/20 23:04,5340,130,0
15398,4/15/20,North Dakota,US,4/15/20 23:04,365,9,0
15399,4/15/20,Northern Mariana Islands,US,4/15/20 23:04,13,2,0
15400,4/15/20,Northern Territory,Australia,4/15/20 23:04,28,0,6
15401,4/15/20,Northwest Territories,Canada,4/15/20 23:04,5,0,0
15402,4/15/20,Nova Scotia,Canada,4/15/20 23:04,549,3,0
15403,4/15/20,Ohio,US,4/15/20 23:04,7794,362,0
15404,4/15/20,Oklahoma,US,4/15/20 23:04,2263,123,0
15405,4/15/20,Ontario,Canada,4/15/20 23:04,8447,385,0
15406,4/15/20,Oregon,US,4/15/20 23:04,1663,58,0
15407,4/15/20,Pennsylvania,US,4/15/20 23:04,26753,779,0
15408,4/15/20,Prince Edward Island,Canada,4/15/20 23:04,26,0,0
15409,4/15/20,Puerto Rico,US,4/15/20 23:04,974,51,0
15410,4/15/20,Qinghai,Mainland China,4/15/20 23:04,18,0,18
15411,4/15/20,Quebec,Canada,4/15/20 23:04,14860,487,0
15412,4/15/20,Queensland,Australia,4/15/20 23:04,999,5,442
15413,4/15/20,Recovered,Canada,4/15/20 23:04,0,0,8966
15414,4/15/20,Recovered,US,4/15/20 23:04,0,0,52096
15415,4/15/20,Reunion,France,4/15/20 23:04,391,0,237
15416,4/15/20,Rhode Island,US,4/15/20 23:04,3251,80,0
15417,4/15/20,Saint Barthelemy,France,4/15/20 23:04,6,0,4
15418,4/15/20,Saint Pierre and Miquelon,France,4/15/20 23:04,1,0,0
15419,4/15/20,Saskatchewan,Canada,4/15/20 23:04,304,4,0
15420,4/15/20,Shaanxi,Mainland China,4/15/20 23:04,256,3,251
15421,4/15/20,Shandong,Mainland China,4/15/20 23:04,784,7,761
15422,4/15/20,Shanghai,Mainland China,4/15/20 23:04,622,7,485
15423,4/15/20,Shanxi,Mainland China,4/15/20 23:04,186,0,135
15424,4/15/20,Sichuan,Mainland China,4/15/20 23:04,560,3,550
15425,4/15/20,Sint Maarten,Netherlands,4/15/20 23:04,53,9,5
15426,4/15/20,South Australia,Australia,4/15/20 23:04,433,4,240
15427,4/15/20,South Carolina,US,4/15/20 23:04,3656,106,0
15428,4/15/20,South Dakota,US,4/15/20 23:04,1168,6,0
15429,4/15/20,St Martin,France,4/15/20 23:04,35,2,13
15430,4/15/20,Tasmania,Australia,4/15/20 23:04,165,6,53
15431,4/15/20,Tennessee,US,4/15/20 23:04,5827,124,0
15432,4/15/20,Texas,US,4/15/20 23:04,15907,375,0
15433,4/15/20,Tianjin,Mainland China,4/15/20 23:04,185,3,171
15434,4/15/20,Tibet,Mainland China,4/15/20 23:04,1,0,1
15435,4/15/20,Turks and Caicos Islands,UK,4/15/20 23:04,10,1,0
15436,4/15/20,Utah,US,4/15/20 23:04,2548,20,0
15437,4/15/20,Vermont,US,4/15/20 23:04,759,29,0
15438,4/15/20,Victoria,Australia,4/15/20 23:04,1299,14,1118
15439,4/15/20,Virgin Islands,US,4/15/20 23:04,51,1,0
15440,4/15/20,Virginia,US,4/15/20 23:04,6500,195,0
15441,4/15/20,Washington,US,4/15/20 23:04,10942,552,0
15442,4/15/20,West Virginia,US,4/15/20 23:04,702,10,0
15443,4/15/20,Western Australia,Australia,4/15/20 23:04,527,6,251
15444,4/15/20,Wisconsin,US,4/15/20 23:04,3721,183,0
15445,4/15/20,Wyoming,US,4/15/20 23:04,287,1,0
15446,4/15/20,Xinjiang,Mainland China,4/15/20 23:04,76,3,73
15447,4/15/20,Yukon,Canada,4/15/20 23:04,8,0,0
15448,4/15/20,Yunnan,Mainland China,4/15/20 23:04,184,2,176
15449,4/15/20,Zhejiang,Mainland China,4/15/20 23:04,1268,1,1244
15450,4/16/20,,Afghanistan,4/16/20 23:38,840,30,54
15451,4/16/20,,Albania,4/16/20 23:38,518,26,277
15452,4/16/20,,Algeria,4/16/20 23:38,2268,348,783
15453,4/16/20,,Andorra,4/16/20 23:38,673,33,169
15454,4/16/20,,Angola,4/16/20 23:38,19,2,5
15455,4/16/20,,Antigua and Barbuda,4/16/20 23:38,23,3,3
15456,4/16/20,,Argentina,4/16/20 23:38,2571,115,631
15457,4/16/20,,Armenia,4/16/20 23:38,1159,18,358
15458,4/16/20,,Austria,4/16/20 23:38,14476,410,8986
15459,4/16/20,,Azerbaijan,4/16/20 23:38,1283,15,460
15460,4/16/20,,Bahamas,4/16/20 23:38,53,8,6
15461,4/16/20,,Bahrain,4/16/20 23:38,1700,7,703
15462,4/16/20,,Bangladesh,4/16/20 23:38,1572,60,49
15463,4/16/20,,Barbados,4/16/20 23:38,75,5,15
15464,4/16/20,,Belarus,4/16/20 23:38,4204,40,203
15465,4/16/20,,Belgium,4/16/20 23:38,34809,4857,7562
15466,4/16/20,,Belize,4/16/20 23:38,18,2,0
15467,4/16/20,,Benin,4/16/20 23:38,35,1,18
15468,4/16/20,,Bhutan,4/16/20 23:38,5,0,2
15469,4/16/20,,Bolivia,4/16/20 23:38,441,29,14
15470,4/16/20,,Bosnia and Herzegovina,4/16/20 23:38,1167,43,277
15471,4/16/20,,Botswana,4/16/20 23:38,15,1,0
15472,4/16/20,,Brazil,4/16/20 23:38,30425,1924,14026
15473,4/16/20,,Brunei,4/16/20 23:38,136,1,108
15474,4/16/20,,Bulgaria,4/16/20 23:38,800,38,122
15475,4/16/20,,Burkina Faso,4/16/20 23:38,546,32,257
15476,4/16/20,,Burma,4/16/20 23:38,85,4,2
15477,4/16/20,,Burundi,4/16/20 23:38,5,1,0
15478,4/16/20,,Cabo Verde,4/16/20 23:38,56,1,1
15479,4/16/20,,Cambodia,4/16/20 23:38,122,0,98
15480,4/16/20,,Cameroon,4/16/20 23:38,996,22,164
15481,4/16/20,,Central African Republic,4/16/20 23:38,12,0,4
15482,4/16/20,,Chad,4/16/20 23:38,27,0,5
15483,4/16/20,,Chile,4/16/20 23:38,8807,105,3299
15484,4/16/20,,Colombia,4/16/20 23:38,3233,144,550
15485,4/16/20,,Congo (Brazzaville),4/16/20 23:38,117,5,11
15486,4/16/20,,Congo (Kinshasa),4/16/20 23:38,267,22,23
15487,4/16/20,,Costa Rica,4/16/20 23:38,642,4,74
15488,4/16/20,,Croatia,4/16/20 23:38,1791,35,529
15489,4/16/20,,Cuba,4/16/20 23:38,862,27,171
15490,4/16/20,,Cyprus,4/16/20 23:38,735,12,77
15491,4/16/20,,Czech Republic,4/16/20 23:38,6433,169,972
15492,4/16/20,,Denmark,4/16/20 23:38,6879,321,3023
15493,4/16/20,,Diamond Princess,4/16/20 23:38,712,12,644
15494,4/16/20,,Djibouti,4/16/20 23:38,591,2,73
15495,4/16/20,,Dominica,4/16/20 23:38,16,0,8
15496,4/16/20,,Dominican Republic,4/16/20 23:38,3755,196,215
15497,4/16/20,,Ecuador,4/16/20 23:38,8225,403,838
15498,4/16/20,,Egypt,4/16/20 23:38,2673,196,596
15499,4/16/20,,El Salvador,4/16/20 23:38,164,6,33
15500,4/16/20,,Equatorial Guinea,4/16/20 23:38,51,0,4
15501,4/16/20,,Eritrea,4/16/20 23:38,35,0,0
15502,4/16/20,,Estonia,4/16/20 23:38,1434,36,133
15503,4/16/20,,Eswatini,4/16/20 23:38,16,1,8
15504,4/16/20,,Ethiopia,4/16/20 23:38,92,3,15
15505,4/16/20,,Fiji,4/16/20 23:38,17,0,0
15506,4/16/20,,Finland,4/16/20 23:38,3369,75,1700
15507,4/16/20,,France,4/16/20 23:38,145960,17920,32812
15508,4/16/20,,Gabon,4/16/20 23:38,80,1,4
15509,4/16/20,,Gambia,4/16/20 23:38,9,1,2
15510,4/16/20,,Georgia,4/16/20 23:38,348,3,76
15511,4/16/20,,Germany,4/16/20 23:38,137698,4052,77000
15512,4/16/20,,Ghana,4/16/20 23:38,641,8,83
15513,4/16/20,,Greece,4/16/20 23:38,2207,105,269
15514,4/16/20,,Grenada,4/16/20 23:38,14,0,0
15515,4/16/20,,Guatemala,4/16/20 23:38,196,5,19
15516,4/16/20,,Guinea,4/16/20 23:38,438,1,49
15517,4/16/20,,Guinea-Bissau,4/16/20 23:38,43,0,0
15518,4/16/20,,Guyana,4/16/20 23:38,55,6,8
15519,4/16/20,,Haiti,4/16/20 23:38,41,3,0
15520,4/16/20,,Holy See,4/16/20 23:38,8,0,2
15521,4/16/20,,Honduras,4/16/20 23:38,426,35,9
15522,4/16/20,,Hungary,4/16/20 23:38,1652,142,199
15523,4/16/20,,Iceland,4/16/20 23:38,1739,8,1144
15524,4/16/20,,India,4/16/20 23:38,13430,448,1768
15525,4/16/20,,Indonesia,4/16/20 23:38,5516,496,548
15526,4/16/20,,Iran,4/16/20 23:38,77995,4869,52229
15527,4/16/20,,Iraq,4/16/20 23:38,1434,80,856
15528,4/16/20,,Ireland,4/16/20 23:38,13271,486,77
15529,4/16/20,,Israel,4/16/20 23:38,12758,142,2818
15530,4/16/20,,Italy,4/16/20 23:38,168941,22170,40164
15531,4/16/20,,Ivory Coast,4/16/20 23:38,654,6,146
15532,4/16/20,,Jamaica,4/16/20 23:38,143,5,21
15533,4/16/20,,Japan,4/16/20 23:38,8626,178,901
15534,4/16/20,,Jordan,4/16/20 23:38,402,7,259
15535,4/16/20,,Kazakhstan,4/16/20 23:38,1402,17,277
15536,4/16/20,,Kenya,4/16/20 23:38,234,11,53
15537,4/16/20,,Kosovo,4/16/20 23:38,449,11,79
15538,4/16/20,,Kuwait,4/16/20 23:38,1524,3,225
15539,4/16/20,,Kyrgyzstan,4/16/20 23:38,466,5,91
15540,4/16/20,,Laos,4/16/20 23:38,19,0,2
15541,4/16/20,,Latvia,4/16/20 23:38,675,5,57
15542,4/16/20,,Lebanon,4/16/20 23:38,663,21,86
15543,4/16/20,,Liberia,4/16/20 23:38,59,6,4
15544,4/16/20,,Libya,4/16/20 23:38,49,1,11
15545,4/16/20,,Liechtenstein,4/16/20 23:38,79,1,55
15546,4/16/20,,Lithuania,4/16/20 23:38,1128,32,178
15547,4/16/20,,Luxembourg,4/16/20 23:38,3444,69,552
15548,4/16/20,,MS Zaandam,4/16/20 23:38,9,2,0
15549,4/16/20,,Madagascar,4/16/20 23:38,111,0,33
15550,4/16/20,,Malawi,4/16/20 23:38,16,2,0
15551,4/16/20,,Malaysia,4/16/20 23:38,5182,84,2766
15552,4/16/20,,Maldives,4/16/20 23:38,25,0,16
15553,4/16/20,,Mali,4/16/20 23:38,171,13,34
15554,4/16/20,,Malta,4/16/20 23:38,412,3,82
15555,4/16/20,,Mauritania,4/16/20 23:38,7,1,2
15556,4/16/20,,Mauritius,4/16/20 23:38,324,9,81
15557,4/16/20,,Mexico,4/16/20 23:38,5847,449,2125
15558,4/16/20,,Moldova,4/16/20 23:38,2154,54,235
15559,4/16/20,,Monaco,4/16/20 23:38,93,3,12
15560,4/16/20,,Mongolia,4/16/20 23:38,31,0,5
15561,4/16/20,,Montenegro,4/16/20 23:38,303,4,55
15562,4/16/20,,Morocco,4/16/20 23:38,2283,130,249
15563,4/16/20,,Mozambique,4/16/20 23:38,31,0,2
15564,4/16/20,,Namibia,4/16/20 23:38,16,0,4
15565,4/16/20,,Nepal,4/16/20 23:38,16,0,2
15566,4/16/20,,Netherlands,4/16/20 23:38,29214,3315,250
15567,4/16/20,,New Zealand,4/16/20 23:38,1401,9,770
15568,4/16/20,,Nicaragua,4/16/20 23:38,9,1,4
15569,4/16/20,,Niger,4/16/20 23:38,584,14,90
15570,4/16/20,,Nigeria,4/16/20 23:38,442,13,152
15571,4/16/20,,North Macedonia,4/16/20 23:38,1081,46,121
15572,4/16/20,,Norway,4/16/20 23:38,6896,152,32
15573,4/16/20,,Oman,4/16/20 23:38,1019,4,176
15574,4/16/20,,Pakistan,4/16/20 23:38,6919,128,1645
15575,4/16/20,,Panama,4/16/20 23:38,3751,103,75
15576,4/16/20,,Papua New Guinea,4/16/20 23:38,7,0,0
15577,4/16/20,,Paraguay,4/16/20 23:38,174,8,30
15578,4/16/20,,Peru,4/16/20 23:38,12491,274,6120
15579,4/16/20,,Philippines,4/16/20 23:38,5660,362,435
15580,4/16/20,,Poland,4/16/20 23:38,7918,314,774
15581,4/16/20,,Portugal,4/16/20 23:38,18841,629,493
15582,4/16/20,,Qatar,4/16/20 23:38,4103,7,415
15583,4/16/20,,Romania,4/16/20 23:38,7707,392,1357
15584,4/16/20,,Russia,4/16/20 23:38,27938,232,2304
15585,4/16/20,,Rwanda,4/16/20 23:38,138,0,60
15586,4/16/20,,Saint Kitts and Nevis,4/16/20 23:38,14,0,0
15587,4/16/20,,Saint Lucia,4/16/20 23:38,15,0,11
15588,4/16/20,,Saint Vincent and the Grenadines,4/16/20 23:38,12,0,1
15589,4/16/20,,San Marino,4/16/20 23:38,426,38,55
15590,4/16/20,,Sao Tome and Principe,4/16/20 23:38,4,0,0
15591,4/16/20,,Saudi Arabia,4/16/20 23:38,6380,83,990
15592,4/16/20,,Senegal,4/16/20 23:38,335,2,194
15593,4/16/20,,Serbia,4/16/20 23:38,5318,103,0
15594,4/16/20,,Seychelles,4/16/20 23:38,11,0,0
15595,4/16/20,,Sierra Leone,4/16/20 23:38,15,0,0
15596,4/16/20,,Singapore,4/16/20 23:38,4427,10,683
15597,4/16/20,,Slovakia,4/16/20 23:38,977,8,167
15598,4/16/20,,Slovenia,4/16/20 23:38,1268,61,174
15599,4/16/20,,Somalia,4/16/20 23:38,80,5,2
15600,4/16/20,,South Africa,4/16/20 23:38,2605,48,903
15601,4/16/20,,South Korea,4/16/20 23:38,10613,229,7757
15602,4/16/20,,South Sudan,4/16/20 23:38,4,0,0
15603,4/16/20,,Spain,4/16/20 23:38,184948,19315,74797
15604,4/16/20,,Sri Lanka,4/16/20 23:38,238,7,68
15605,4/16/20,,Sudan,4/16/20 23:38,32,5,4
15606,4/16/20,,Suriname,4/16/20 23:38,10,1,6
15607,4/16/20,,Sweden,4/16/20 23:38,12540,1333,550
15608,4/16/20,,Switzerland,4/16/20 23:38,26732,1281,15900
15609,4/16/20,,Syria,4/16/20 23:38,33,2,5
15610,4/16/20,,Taiwan,4/16/20 23:38,395,6,155
15611,4/16/20,,Tanzania,4/16/20 23:38,94,4,11
15612,4/16/20,,Thailand,4/16/20 23:38,2672,46,1593
15613,4/16/20,,Timor-Leste,4/16/20 23:38,18,0,1
15614,4/16/20,,Togo,4/16/20 23:38,81,5,45
15615,4/16/20,,Trinidad and Tobago,4/16/20 23:38,114,8,20
15616,4/16/20,,Tunisia,4/16/20 23:38,822,37,43
15617,4/16/20,,Turkey,4/16/20 23:38,74193,1643,7089
15618,4/16/20,,UK,4/16/20 23:38,103093,13729,0
15619,4/16/20,,Uganda,4/16/20 23:38,55,0,20
15620,4/16/20,,Ukraine,4/16/20 23:38,4161,116,186
15621,4/16/20,,United Arab Emirates,4/16/20 23:38,5825,35,1095
15622,4/16/20,,Uruguay,4/16/20 23:38,502,9,286
15623,4/16/20,,Uzbekistan,4/16/20 23:38,1349,4,129
15624,4/16/20,,Venezuela,4/16/20 23:38,204,9,111
15625,4/16/20,,Vietnam,4/16/20 23:38,268,0,177
15626,4/16/20,,West Bank and Gaza,4/16/20 23:38,374,2,63
15627,4/16/20,,Western Sahara,4/16/20 23:38,6,0,0
15628,4/16/20,,Yemen,4/16/20 23:38,1,0,0
15629,4/16/20,,Zambia,4/16/20 23:38,48,2,30
15630,4/16/20,,Zimbabwe,4/16/20 23:38,23,3,1
15631,4/16/20,Alabama,US,4/16/20 23:38,4345,133,0
15632,4/16/20,Alaska,US,4/16/20 23:38,300,9,0
15633,4/16/20,Alberta,Canada,4/16/20 23:38,1996,48,0
15634,4/16/20,Anguilla,UK,4/16/20 23:38,3,0,1
15635,4/16/20,Anhui,Mainland China,4/16/20 23:38,991,6,984
15636,4/16/20,Arizona,US,4/16/20 23:38,4237,150,0
15637,4/16/20,Arkansas,US,4/16/20 23:38,1620,37,0
15638,4/16/20,Aruba,Netherlands,4/16/20 23:38,95,2,39
15639,4/16/20,Australian Capital Territory,Australia,4/16/20 23:38,103,3,82
15640,4/16/20,Beijing,Mainland China,4/16/20 23:38,593,8,503
15641,4/16/20,Bermuda,UK,4/16/20 23:38,81,5,33
15642,4/16/20,"Bonaire, Sint Eustatius and Saba",Netherlands,4/16/20 23:38,3,0,0
15643,4/16/20,British Columbia,Canada,4/16/20 23:38,1561,75,0
15644,4/16/20,British Virgin Islands,UK,4/16/20 23:38,3,0,2
15645,4/16/20,California,US,4/16/20 23:38,27677,956,0
15646,4/16/20,Cayman Islands,UK,4/16/20 23:38,60,1,6
15647,4/16/20,Channel Islands,UK,4/16/20 23:38,457,19,73
